0.000000	0.201504	0.173874
2.000000E-5	8.859102	0.173545
4.000000E-5	10.699555	0.173874
6.000000E-5	10.757450	0.173874
8.000000E-5	10.714357	0.174203
0.000100	0.200188	0.174532
0.000120	0.200188	0.174532
0.000140	0.200188	0.174203
0.000160	10.594949	0.174860
0.000180	10.663699	0.174860
0.000200	10.650212	0.174203
0.000220	0.201175	0.173545
0.000240	0.200188	0.174203
0.000260	0.200846	0.174532
0.000280	10.300541	0.173216
0.000300	10.634423	0.174203
0.000320	10.654160	0.174532
0.000340	0.201504	0.174532
0.000360	0.201175	0.174203
0.000380	0.200517	0.174532
0.000400	0.199859	0.174532
0.000420	0.200188	0.174203
0.000440	0.199859	0.174203
0.000460	0.199859	0.174203
0.000480	10.506462	0.174532
0.000500	10.602186	0.174203
0.000520	10.604817	0.174203
0.000540	10.612054	0.173874
0.000560	10.616331	0.174203
0.000580	10.617975	0.173874
0.000600	0.200846	0.174203
0.000620	0.200517	0.173216
0.000640	0.199859	0.175189
0.000660	10.360738	0.174203
0.000680	10.573567	0.174203
0.000700	10.586396	0.173545
0.000720	0.201833	0.173545
0.000740	0.200188	0.173216
0.000760	0.199859	0.173874
0.000780	9.597253	0.173545
0.000800	10.546265	0.174860
0.000820	10.570607	0.173545
0.000840	10.578173	0.174532
0.000860	0.199859	0.174860
0.000880	0.199530	0.174860
0.000900	0.199859	0.174203
0.000920	10.555475	0.174532
0.000940	10.665015	0.175189
0.000960	10.663699	0.173874
0.000980	0.201504	0.174860
0.001000	0.198544	0.173874
0.001020	0.200188	0.174532
0.001040	10.468633	0.173874
0.001060	10.684752	0.174532
0.001080	10.692976	0.174203
0.001100	0.202162	0.174532
0.001120	0.201833	0.174532
0.001140	0.200188	0.174532
0.001160	9.627516	0.174532
0.001180	10.699555	0.175189
0.001200	10.688370	0.175518
0.001220	10.645607	0.175518
0.001240	0.200846	0.175189
0.001260	0.200846	0.175847
0.001280	0.416625	0.175518
0.001300	10.701199	0.175847
0.001320	10.625870	0.175518
0.001340	10.747910	0.175847
0.001360	0.202162	0.176176
0.001380	0.201175	0.176505
0.001400	0.201175	0.175847
0.001420	10.642318	0.177492
0.001440	10.751528	0.175847
0.001460	10.753831	0.176834
0.001480	0.203149	0.177163
0.001500	0.201175	0.176834
