time,crank_v,pressure_v,state,rel_crank_ang,pressure_bar
0.0,9.329492,0.437348,nan,,4.4609496
2e-05,0.20282,0.436361,nan,,4.4508822
4e-05,0.201833,0.448532,nan,,4.5750264
6e-05,0.200188,0.447545,nan,,4.564959
8e-05,9.736068,0.45511,nan,,4.642122
0.0001,9.809094,0.453465,nan,,4.625343
0.00012,9.041994,0.459386,nan,,4.6857372
0.00014,0.204464,0.460373,nan,,4.6958046
0.00016,7.948918,0.471557,nan,,4.8098814
0.00018,0.289329,0.474188,nan,,4.8367176
0.0002,6.392703,0.487674,nan,,4.9742748
0.00022,5.343063,0.488332,nan,,4.9809864
0.00024,4.328625,0.498858,nan,,5.0883516
0.00026,9.762713,0.503463,nan,,5.135322599999999
0.00028,1.275466,0.498858,nan,,5.0883516
0.0003,9.783108,0.5107,nan,,5.20914
0.00032,0.201833,0.508397,nan,,5.185649399999999
0.00034,9.736397,0.523199,nan,,5.336629799999999
0.00036,0.202162,0.534383,nan,,5.4507066
0.00038,9.777187,0.536685,nan,,5.474187
0.0004,0.20282,0.542935,nan,,5.537936999999999
0.00042,9.83541,0.55675,nan,,5.678849999999999
0.00044,0.20282,0.563658,nan,,5.7493115999999995
0.00046,9.799555,0.55971,nan,,5.709042
0.00048,0.20282,0.582078,nan,,5.937195599999999
0.0005,9.748568,0.565631,nan,,5.7694361999999995
0.00052,0.204135,0.596222,nan,,6.0814644
0.00054,9.680147,0.599182,nan,,6.111656399999999
0.00056,0.203149,0.601485,nan,,6.135147
0.00058,9.560411,0.616287,nan,,6.2861274
0.0006,0.203478,0.624839,nan,,6.3733578
0.00062,9.402189,0.629773,nan,,6.4236846
0.00064,0.203806,0.629115,nan,,6.416973
0.00066,9.190348,0.63997,nan,,6.527694
0.00068,0.204464,0.654772,nan,,6.678674399999999
0.0007,8.836076,0.659048,nan,,6.722289599999999
0.00072,0.20578,0.66464,nan,,6.779328
0.00074,8.406147,0.682402,nan,,6.960500399999999
0.00076,0.204464,0.696217,nan,,7.101413399999999
0.00078,7.766026,0.702138,nan,,7.1618075999999995
0.0008,0.267948,0.720887,nan,,7.353047399999999
0.00082,6.097316,0.72615,nan,,7.406729999999999
0.00084,9.760739,0.721545,nan,,7.3597589999999995
0.00086,4.160869,0.754438,nan,,7.6952676
0.00088,9.737384,0.746544,nan,,7.614748799999999
0.0009,1.101461,0.771542,nan,,7.869728399999999
0.00092,9.69824,0.774503,nan,,7.8999306
0.00094,0.201504,0.778121,nan,,7.936834199999999
0.00096,9.66699,0.792594,nan,,8.0844588
0.00098,0.201833,0.814304,nan,,8.3059008
0.001,9.60449,0.825487,nan,,8.419967399999999
0.00102,0.201175,0.83996,nan,,8.567592
0.00104,9.588701,0.859696,nan,,8.7688992
0.00106,0.200846,0.863643,nan,,8.8091586
0.00108,9.532451,0.87713,nan,,8.946725999999998
0.0011,0.201175,0.885353,nan,,9.0306006
0.00112,9.473899,0.907391,nan,,9.255388199999999
0.00114,0.200188,0.920877,nan,,9.392945399999999
0.00116,9.391662,0.939627,nan,,9.584195399999999
0.00118,0.201175,0.956073,nan,,9.751944599999998
0.0012,9.329492,0.966599,nan,,9.859309799999998
0.00122,0.201833,0.978441,nan,,9.980098199999999
0.00124,9.176204,0.986993,nan,,10.0673286
0.00126,0.201833,1.011663,nan,,10.318962599999999
0.00128,9.031139,1.038964,nan,,10.5974328
0.0013,0.201504,1.036661,nan,,10.5739422
0.00132,8.773576,1.069226,nan,,10.906105199999999
0.00134,0.201175,1.075475,nan,,10.969845
0.00136,8.414042,1.095869,nan,,11.177863799999999
0.00138,0.202162,1.116263,nan,,11.385882599999999
0.0014,7.897274,1.133367,nan,,11.560343399999999
0.00142,0.203478,1.153103,nan,,11.7616506
0.00144,7.180183,1.158366,nan,,11.8153332
0.00146,0.209727,1.182707,nan,,12.0636114
0.00148,6.151591,1.203101,nan,,12.271630199999999
0.0015,9.474228,1.223495,nan,,12.479648999999998
0.00152,3.249721,1.24027,nan,,12.650754
0.00154,9.449557,1.254085,nan,,12.791666999999999
0.00156,1.204417,1.28336,nan,,13.090271999999999
0.00158,9.438373,1.293557,nan,,13.1942814
0.0016,0.199859,1.316911,nan,,13.432492199999999
0.00162,9.352847,1.343884,nan,,13.7076168
0.00164,0.199201,1.362304,nan,,13.895500799999999
0.00166,9.327518,1.371185,nan,,13.986087
0.00168,0.199859,1.399145,nan,,14.271279
0.0017,9.26765,1.399145,nan,,14.271279
0.00172,0.198872,1.445195,nan,,14.740988999999999
0.00174,9.241993,1.452103,nan,,14.811450599999999
0.00176,0.198215,1.480391,nan,,15.099988199999999
0.00178,9.193967,1.494864,nan,,15.247612799999999
0.0018,0.19953,1.522494,nan,,15.5294388
0.00182,9.147585,1.536967,nan,,15.677063399999998
0.00184,0.199201,1.569531,nan,,16.009216199999997
0.00186,9.086073,1.580057,nan,,16.116581399999998
0.00188,0.199859,1.601109,nan,,16.331311799999998
0.0019,9.8012,1.6192,nan,,16.515839999999997
0.00192,0.206767,1.639265,nan,,16.720502999999997
0.00194,9.763371,1.660646,nan,,16.9385892
0.00196,0.207096,1.682026,nan,,17.1566652
0.00198,9.786397,1.703078,nan,,17.3713956
0.002,0.20874,1.72084,nan,,17.552567999999997
0.00202,9.127191,1.737616,nan,,17.7236832
0.00204,0.204464,1.761299,nan,,17.9652498
0.00206,8.487067,1.77314,nan,,18.086028
0.00208,0.206438,1.797153,nan,,18.330960599999997
0.0021,7.504189,1.820507,nan,,18.5691714
0.00212,5.281881,1.839585,nan,,18.763766999999998
0.00214,6.465069,1.861294,nan,,18.9851988
0.00216,10.478172,1.880372,nan,,19.1797944
0.00218,3.988507,1.89353,nan,,19.314006
0.0022,10.455146,1.905042,nan,,19.431428399999998
0.00222,0.205451,1.917213,nan,,19.555572599999998
0.00224,10.447251,1.93958,nan,,19.783716
0.00226,0.20578,1.959645,nan,,19.988379
0.00228,10.43212,1.979052,nan,,20.1863304
0.0023,0.206438,2.00142,nan,,20.414483999999998
0.00232,10.43212,2.022142,nan,,20.6258484
0.00234,0.205122,2.041549,nan,,20.823799799999996
0.00236,10.412383,2.058325,nan,,20.994915
0.00238,0.206438,2.077074,nan,,21.1861548
0.0024,10.392975,2.10306,nan,,21.451212
0.00242,0.205451,2.115888,nan,,21.5820576
0.00244,10.338699,2.14615,nan,,21.890729999999998
0.00246,0.206438,2.176741,nan,,22.202758199999998
0.00248,0.20578,2.204042,tc_360,360.0,22.481228399999996
0.0025,0.205451,2.231344,nan,360.4851752021563,22.7597088
0.00252,0.205451,2.258316,nan,360.9703504043126,23.0348232
0.00254,0.204793,2.289894,nan,361.455525606469,23.356918799999995
0.00256,9.705476,2.319497,nan,361.9407008086253,23.6588694
0.00258,10.37258,2.356996,nan,362.4258760107817,24.0413592
0.0026,10.384422,2.389889,nan,362.911051212938,24.3768678
0.00262,10.388699,2.430348,nan,363.3962264150943,24.789549599999997
0.00264,9.92291,2.45436,nan,363.8814016172507,25.034471999999997
0.00266,0.207096,2.499753,nan,364.366576819407,25.4974806
0.00268,9.304163,2.530343,nan,364.85175202156336,25.809498599999998
0.0027,0.207754,2.574749,nan,365.33692722371967,26.2624398
0.00272,8.868312,2.62705,nan,365.822102425876,26.79591
0.00274,0.207096,2.684942,nan,366.30727762803235,27.386408399999997
0.00276,8.161085,2.714217,nan,366.79245283018867,27.6850134
0.00278,0.229463,2.761583,nan,367.277628032345,28.168146599999996
0.0028,7.586424,2.804674,nan,367.76280323450135,28.607674799999998
0.00282,5.438455,2.84908,nan,368.24797843665766,29.060615999999996
0.00284,6.136789,2.898749,nan,368.733153638814,29.5672398
0.00286,10.231133,2.965851,nan,369.21832884097034,30.251680199999996
0.00288,3.875024,3.028019,nan,369.70350404312666,30.8857938
0.0029,10.145936,3.077031,nan,370.188679245283,31.385716199999997
0.00292,0.521554,3.126042,nan,370.67385444743934,31.885628399999998
0.00294,10.137054,3.174066,nan,371.15902964959565,32.375473199999995
0.00296,0.203806,3.2313,nan,371.644204851752,32.95926
0.00298,10.119949,3.297416,nan,372.12938005390833,33.6336432
0.003,0.203806,3.377676,nan,372.6145552560647,34.4522952
0.00302,10.058107,3.440502,nan,373.099730458221,35.0931204
0.00304,0.203478,3.495763,nan,373.58490566037733,35.6567826
0.00306,10.006791,3.560234,nan,374.0700808625337,36.314386799999994
0.00308,0.203149,3.632271,nan,374.55525606469,37.04916419999999
0.0031,9.952515,3.685558,nan,375.0404312668463,37.592691599999995
0.00312,0.203806,3.757924,nan,375.5256064690027,38.330824799999995
0.00314,9.875541,3.810553,nan,376.010781671159,38.8676406
0.00316,0.201833,3.878972,nan,376.4959568733153,39.5655144
0.00318,9.801529,3.920746,nan,376.9811320754717,39.99160919999999
0.0032,0.204135,3.981599,nan,377.466307277628,40.6123098
0.00322,9.667648,4.027321,nan,377.9514824797844,41.078674199999995
0.00324,0.203806,4.094753,nan,378.4366576819407,41.766480599999994
0.00326,9.519951,4.131593,nan,378.921832884097,42.142248599999995
0.00328,0.204135,4.156593,nan,379.40700808625337,42.3972486
0.0033,9.247585,4.169421,nan,379.8921832884097,42.5280942
0.00332,0.204793,4.205275,nan,380.37735849056605,42.893805
0.00334,8.937061,4.242445,nan,380.86253369272237,43.272938999999994
0.00336,0.206767,4.262838,nan,381.3477088948787,43.4809476
0.00338,8.310754,4.27468,nan,381.83288409703505,43.601735999999995
0.0034,0.205122,4.264483,nan,382.31805929919136,43.4977266
0.00342,7.715698,4.268101,nan,382.8032345013477,43.534630199999995
0.00344,3.394123,4.305271,nan,383.28840970350404,43.9137642
0.00346,6.327573,4.292443,nan,383.77358490566036,43.782918599999995
0.00348,9.900541,4.288166,nan,384.25876010781667,43.7392932
0.0035,3.934233,4.265799,nan,384.74393530997304,43.5111498
0.00352,9.874884,4.268759,nan,385.22911051212935,43.5413418
0.00354,0.422875,4.275338,nan,385.7142857142857,43.60844759999999
0.00356,9.845607,4.25297,nan,386.19946091644204,43.380294
0.00358,0.202162,4.206591,nan,386.68463611859835,42.9072282
0.0036,9.816331,4.235866,nan,387.1698113207547,43.205833199999994
0.00362,0.202162,4.208893,nan,387.65498652291103,42.930708599999996
0.00364,9.7887,4.192775,nan,388.1401617250674,42.766304999999996
0.00366,0.202491,4.150343,nan,388.6253369272237,42.3334986
0.00368,9.738371,4.108897,nan,389.11051212938,41.91074939999999
0.0037,0.202162,4.064491,nan,389.5956873315364,41.4578082
0.00372,9.659424,4.038834,nan,390.0808625336927,41.196106799999995
0.00374,0.201833,4.019756,nan,390.566037735849,41.001511199999996
0.00376,9.604819,3.975349,nan,391.0512129380054,40.5485598
0.00378,0.202491,3.902984,nan,391.5363881401617,39.8104368
0.0038,9.513701,3.862854,nan,392.021563342318,39.4011108
0.00382,0.202491,3.806935,nan,392.5067385444744,38.830737
0.00384,9.403504,3.768779,nan,392.9919137466307,38.44154579999999
0.00386,0.20282,3.698387,nan,393.47708894878707,37.723547399999994
0.00388,9.225545,3.648389,nan,393.9622641509434,37.21356779999999
0.0039,0.20282,3.621087,nan,394.4474393530997,36.9350874
0.00392,9.012718,3.560563,nan,394.93261455525607,36.317742599999995
0.00394,0.203149,3.52142,nan,395.4177897574124,35.918484
0.00396,8.595947,3.448397,nan,395.90296495956875,35.173649399999995
0.00398,0.204135,3.378992,nan,396.38814016172506,34.4657184
0.004,8.095954,3.337875,nan,396.8733153638814,34.046324999999996
0.00402,0.201175,3.30235,nan,397.35849056603774,33.68397
0.00404,7.083804,3.254655,nan,397.84366576819406,33.197480999999996
0.00406,1.302767,3.204328,nan,398.32884097035037,32.684145599999994
0.00408,5.639107,3.141502,nan,398.81401617250674,32.0433204
0.0041,9.816989,3.103674,nan,399.29919137466305,31.657474799999996
0.00412,3.326033,3.056308,nan,399.78436657681937,31.174341599999998
0.00414,9.81995,3.015191,nan,400.26954177897574,30.7549482
0.00416,0.202491,2.945786,nan,400.75471698113205,30.0470172
0.00418,9.84791,2.917827,nan,401.2398921832884,29.7618354
0.0042,0.20282,2.872105,nan,401.72506738544473,29.295470999999996
0.00422,9.841989,2.828686,nan,402.21024258760104,28.852597199999995
0.00424,0.201833,2.788227,nan,402.6954177897574,28.439915399999997
0.00426,9.811726,2.750071,nan,403.1805929919137,28.0507242
0.00428,0.202491,2.694152,nan,403.6657681940701,27.480350399999995
0.0043,9.797252,2.65797,nan,404.1509433962264,27.111294
0.00432,0.20282,2.620142,nan,404.6361185983827,26.725448399999998
0.00434,9.748568,2.590538,nan,405.1212938005391,26.423487599999998
0.00436,0.202491,2.550408,nan,405.6064690026954,26.014161599999998
0.00438,9.718963,2.508305,nan,406.0916442048517,25.584711
0.0044,0.202491,2.462583,nan,406.5768194070081,25.1183466
0.00442,9.642648,2.440874,nan,407.0619946091644,24.896914799999998
0.00444,0.20282,2.402389,nan,407.5471698113207,24.504367799999997
0.00446,9.549556,2.367522,nan,408.0323450134771,24.1487244
0.00448,0.20282,2.331997,nan,408.5175202156334,23.786369399999998
0.0045,9.362715,2.298775,nan,409.00269541778977,23.447505
0.00452,0.203149,2.273118,nan,409.4878706199461,23.1858036
0.00454,9.260742,2.236606,nan,409.9730458221024,22.8133812
0.00456,0.203478,2.205358,nan,410.45822102425876,22.494651599999997
0.00458,9.034429,2.16457,nan,410.9433962264151,22.078613999999998
0.0046,0.204464,2.132006,nan,411.42857142857144,21.7464612
0.00462,8.724564,2.116875,nan,411.91374663072776,21.592124999999996
0.00464,0.204135,2.08135,nan,412.39892183288407,21.22977
0.00466,8.222926,2.066877,nan,412.88409703504044,21.082145399999998
0.00468,0.203149,2.029708,nan,413.36927223719675,20.703021599999996
0.0047,7.164723,2.001091,nan,413.85444743935307,20.4111282
0.00472,2.181346,1.973131,nan,414.33962264150944,20.125936199999998
0.00474,5.938111,1.943199,nan,414.82479784366575,19.8206298
0.00476,9.831134,1.918858,nan,415.30997304582206,19.572351599999998
0.00478,4.101003,1.900437,nan,415.79514824797843,19.3844574
0.0048,9.794292,1.872807,nan,416.28032345013474,19.1026314
0.00482,0.934693,1.854716,nan,416.7654986522911,18.918103199999997
0.00484,9.761068,1.828072,nan,417.2506738544474,18.646334399999997
0.00486,0.201504,1.802415,nan,417.73584905660374,18.384633
0.00488,9.720279,1.785311,nan,418.2210242587601,18.2101722
0.0049,0.201833,1.75176,nan,418.7061994609164,17.867952
0.00492,9.636069,1.729392,nan,419.1913746630728,17.6397984
0.00494,0.201833,1.711959,nan,419.6765498652291,17.4619818
0.00496,9.633766,1.690578,nan,420.1617250673854,17.2438956
0.00498,0.201504,1.674461,nan,420.6469002695418,17.0795022
0.005,0.201175,1.662948,nan,421.1320754716981,16.9620696
0.00502,8.06635,1.636634,nan,421.6172506738544,16.6936668
0.00504,9.665345,1.617227,nan,422.1024258760108,16.495715399999998
0.00506,0.201833,1.596504,nan,422.5876010781671,16.2843408
0.00508,9.549885,1.568545,nan,423.0727762803234,15.999158999999999
0.0051,0.201833,1.552098,nan,423.5579514824798,15.8313996
0.00512,9.356465,1.537625,nan,424.0431266846361,15.683774999999999
0.00514,0.201504,1.519205,nan,424.52830188679246,15.495890999999999
0.00516,9.229164,1.503416,nan,425.0134770889488,15.3348432
