0.000000	9.888041	-0.208674
2.000000E-5	10.059422	-0.208016
4.000000E-5	0.199530	-0.208345
6.000000E-5	9.482451	-0.207687
8.000000E-5	10.142646	-0.210647
0.000100	0.200846	-0.208674
0.000120	8.372595	-0.209660
0.000140	10.122909	-0.210647
0.000160	0.200846	-0.210318
0.000180	3.700360	-0.210318
0.000200	10.044949	-0.210647
0.000220	0.201504	-0.210318
0.000240	0.200188	-0.211634
0.000260	9.938370	-0.211634
0.000280	0.212688	-0.209660
0.000300	0.199859	-0.212292
0.000320	9.800542	-0.210976
0.000340	9.988699	-0.213608
0.000360	0.199859	-0.210976
0.000380	9.420281	-0.212292
0.000400	9.979817	-0.212621
0.000420	0.201175	-0.212621
0.000440	8.206150	-0.212621
0.000460	9.940015	-0.212950
0.000480	0.200188	-0.213608
0.000500	3.728649	-0.211634
0.000520	9.905804	-0.213608
0.000540	0.200517	-0.213936
0.000560	0.199530	-0.214594
0.000580	9.834752	-0.214923
0.000600	0.201833	-0.213936
0.000620	0.198215	-0.214923
0.000640	0.198872	-0.215581
0.000660	0.198215	-0.213936
0.000680	9.739687	-0.213936
0.000700	9.891660	-0.214265
0.000720	9.905804	-0.215581
0.000740	0.200517	-0.213279
0.000760	8.647920	-0.215581
0.000780	9.860739	-0.216239
0.000800	0.199201	-0.213936
0.000820	4.533552	-0.216568
0.000840	9.696924	-0.215581
0.000860	0.199530	-0.215581
0.000880	0.195912	-0.215252
0.000900	9.646924	-0.215910
0.000920	0.200517	-0.214594
0.000940	0.198544	-0.215910
0.000960	9.526530	-0.215581
0.000980	9.704489	-0.215910
0.001000	0.197886	-0.217555
0.001020	9.222256	-0.216239
0.001040	9.734424	-0.217226
0.001060	0.198544	-0.216568
0.001080	8.055166	-0.217226
0.001100	9.703174	-0.217226
0.001120	0.198544	-0.219528
0.001140	3.007955	-0.217226
0.001160	9.716989	-0.215910
0.001180	0.199530	-0.216568
0.001200	0.198215	-0.216239
0.001220	9.641990	-0.215910
0.001240	0.201175	-0.218870
0.001260	0.197886	-0.216897
0.001280	9.521267	-0.217884
0.001300	9.711726	-0.218870
0.001320	0.198544	-0.218541
0.001340	9.156796	-0.217555
0.001360	9.732450	-0.218870
0.001380	0.198215	-0.217555
0.001400	8.109770	-0.219528
0.001420	9.713042	-0.216568
0.001440	0.198872	-0.219857
0.001460	2.584288	-0.218213
0.001480	9.697911	-0.218213
0.001500	0.200188	-0.217555
0.001520	0.197886	-0.217226
0.001540	9.645937	-0.219528
0.001560	0.195254	-0.218541
0.001580	0.197886	-0.221502
0.001600	9.543635	-0.218870
0.001620	9.756134	-0.221502
0.001640	0.198544	-0.217884
0.001660	9.174559	-0.219857
0.001680	9.728831	-0.218541
0.001700	0.198215	-0.218870
0.001720	8.167993	-0.220186
0.001740	9.753831	-0.220844
0.001760	0.198544	-0.220844
0.001780	4.173039	-0.217555
0.001800	9.707121	-0.220515
0.001820	0.199530	-0.218541
0.001840	0.197557	-0.221502
0.001860	9.684753	-0.219857
0.001880	0.196570	-0.219199
0.001900	0.197886	-0.220186
0.001920	9.548898	-0.218541
0.001940	9.752187	-0.220515
0.001960	0.198872	-0.219199
0.001980	9.266334	-0.216897
0.002000	9.762713	-0.220844
0.002020	0.197886	-0.218213
0.002040	8.244307	-0.222160
0.002060	9.734752	-0.220186
0.002080	0.198544	-0.219199
0.002100	3.695755	-0.217555
0.002120	9.697253	-0.221173
0.002140	0.198872	-0.218541
0.002160	0.197886	-0.220186
0.002180	9.615674	-0.220186
0.002200	0.195912	-0.219857
0.002220	0.198872	-0.222818
0.002240	9.574885	-0.216568
0.002260	9.768634	-0.222818
0.002280	0.197886	-0.217884
0.002300	9.193638	-0.218541
0.002320	9.730476	-0.219857
0.002340	0.198215	-0.219199
0.002360	7.881485	-0.219857
0.002380	9.680805	-0.223147
0.002400	0.197886	-0.219528
0.002420	4.423688	-0.221173
0.002440	9.639687	-0.220515
0.002460	0.198872	-0.219199
0.002480	0.196570	-0.220515
0.002500	9.591332	-0.217884
0.002520	0.200188	-0.217555
0.002540	0.197228	-0.218870
0.002560	9.477188	-0.219199
0.002580	9.627516	-0.219528
0.002600	0.197886	-0.218213
0.002620	9.169954	-0.220844
0.002640	9.614358	-0.218541
0.002660	0.197557	-0.218541
0.002680	8.190690	-0.216568
0.002700	9.582451	-0.215910
0.002720	0.197886	-0.218870
0.002740	4.380597	-0.219857
0.002760	9.556793	-0.215581
0.002780	0.198872	-0.220844
0.002800	0.197228	-0.216568
0.002820	9.512714	-0.221173
0.002840	0.200517	-0.217226
0.002860	0.196241	-0.220844
0.002880	9.415018	-0.217226
0.002900	9.563701	-0.217555
0.002920	0.196899	-0.218541
0.002940	9.028179	-0.216568
0.002960	9.548898	-0.218870
0.002980	0.196570	-0.215252
0.003000	8.032469	-0.217555
0.003020	9.429491	-0.217555
0.003040	0.196570	-0.218213
0.003060	3.189197	-0.215581
0.003080	9.366005	-0.215252
0.003100	0.196899	-0.215910
0.003120	0.196241	-0.214923
0.003140	9.336400	-0.219199
0.003160	0.201175	-0.214265
0.003180	0.195912	-0.216239
