,LargeMass,,
t,x,y,
0.000,-7.249E-3,-5.450E-2
0.033,-7.182E-3,-5.459E-2
0.067,-7.446E-3,-5.483E-2
0.100,-7.530E-3,-5.479E-2
0.133,-6.996E-3,-5.360E-2
0.167,-1.772E-3,-4.566E-2
0.200,1.117E-3,-3.074E-2
0.233,4.320E-3,-1.666E-2
0.267,5.058E-3,1.224E-4
0.300,4.256E-3,1.621E-2
0.333,-1.322E-2,3.971E-2
0.367,-1.563E-2,2.446E-2
0.400,-1.598E-2,2.039E-2
0.433,-1.553E-2,1.057E-2
0.467,-1.583E-2,-3.346E-3
0.500,4.118E-3,-1.801E-2
0.533,9.980E-4,-3.296E-2
0.567,-4.370E-3,-4.512E-2
0.600,-8.210E-3,-4.980E-2
0.633,-6.097E-3,-4.720E-2
0.667,-9.977E-4,-3.749E-2
0.700,3.195E-3,-2.380E-2
0.733,5.146E-3,-8.151E-3
0.767,-1.516E-2,5.815E-3
0.800,-1.510E-2,1.551E-2
0.833,-1.558E-2,1.962E-2
0.867,-1.520E-2,1.812E-2
0.900,-1.525E-2,1.089E-2
0.933,-1.557E-2,-4.053E-4
0.967,-1.680E-2,-1.430E-2
1.000,2.357E-3,-2.775E-2
1.033,-2.400E-3,-4.021E-2
1.067,-6.132E-3,-4.621E-2
1.100,-6.090E-3,-4.547E-2
1.133,-2.067E-3,-3.887E-2
1.167,2.549E-3,-2.746E-2
1.200,4.916E-3,-1.264E-2
1.233,5.337E-3,1.814E-3
1.267,-1.524E-2,1.055E-2
1.300,-1.514E-2,1.557E-2
1.333,-1.513E-2,1.584E-2
1.367,-1.526E-2,1.054E-2
1.400,-1.524E-2,9.650E-4
1.433,-1.628E-2,-1.124E-2
1.467,-1.920E-2,-2.348E-2
1.500,-2.283E-2,-3.325E-2
1.533,-1.539E-2,-2.369E-2
1.567,-1.546E-2,-2.537E-2
1.600,-2.373E-2,-3.486E-2
1.633,-2.009E-2,-2.731E-2
1.667,-1.564E-2,-9.431E-3
1.700,-6.018E-2,6.005E-3
1.733,-6.134E-2,1.581E-2
1.767,-6.312E-2,2.153E-2
1.800,-6.350E-2,2.262E-2
1.833,-6.186E-2,1.888E-2
1.867,-6.058E-2,1.117E-2
1.900,-6.114E-2,7.423E-4
1.933,-6.455E-2,-1.191E-2
1.967,-6.772E-2,-2.283E-2
2.000,-6.736E-2,-3.001E-2
2.033,-6.909E-2,-3.151E-2
2.067,-6.949E-2,-2.783E-2
2.100,-6.649E-2,-1.946E-2
2.133,-6.315E-2,-8.500E-3
2.167,-6.196E-2,2.766E-3
2.200,-6.128E-2,1.224E-2
2.233,-6.278E-2,1.815E-2
2.267,-6.322E-2,1.996E-2
2.300,-6.123E-2,1.688E-2
2.333,-6.101E-2,1.001E-2
2.367,-6.150E-2,3.194E-4
2.400,-6.381E-2,-1.103E-2
2.433,-6.620E-2,-2.099E-2
2.467,-6.847E-2,-2.848E-2
2.500,-6.905E-2,-3.027E-2
2.533,-6.791E-2,-2.683E-2
2.567,-6.562E-2,-1.931E-2
2.600,-6.348E-2,-9.695E-3
2.633,-6.253E-2,-1.966E-4
2.667,-6.225E-2,8.732E-3
2.700,-6.220E-2,1.431E-2
2.733,-6.225E-2,1.628E-2
2.767,-6.220E-2,1.385E-2
2.800,-6.226E-2,7.695E-3
2.833,-6.269E-2,-6.322E-4
2.867,-6.382E-2,-1.064E-2
2.900,-6.589E-2,-2.016E-2
2.933,-6.819E-2,-2.733E-2
2.967,-6.875E-2,-2.917E-2
3.000,-6.793E-2,-2.641E-2
3.033,-6.558E-2,-1.910E-2
3.067,-6.353E-2,-9.680E-3
3.100,-6.253E-2,-8.478E-4
3.133,-6.228E-2,7.137E-3
3.167,-6.222E-2,1.218E-2
3.200,-6.225E-2,1.364E-2
3.233,-6.219E-2,1.123E-2
3.267,-6.231E-2,5.615E-3
3.300,-6.289E-2,-2.881E-3
3.333,-6.380E-2,-1.165E-2
3.367,-6.584E-2,-2.033E-2
3.400,-6.758E-2,-2.624E-2
3.433,-6.788E-2,-2.739E-2
3.467,-6.702E-2,-2.453E-2
3.500,-6.526E-2,-1.801E-2
3.533,-6.349E-2,-9.093E-3
3.567,-6.257E-2,-8.052E-4
3.600,-6.228E-2,6.502E-3
3.633,-6.227E-2,1.084E-2
3.667,-6.221E-2,1.173E-2
3.700,-6.221E-2,9.001E-3
3.733,-6.232E-2,3.546E-3
