,SmallMass,,
t,x,y,
4.700,-5.768E-3,-7.234E-4
4.733,-6.297E-3,-7.030E-3
4.767,-6.991E-3,-1.395E-2
4.800,-8.489E-3,-2.125E-2
4.833,-9.799E-3,-2.664E-2
4.867,-1.041E-2,-2.862E-2
4.900,-9.965E-3,-2.667E-2
4.933,-8.427E-3,-2.150E-2
4.967,-7.187E-3,-1.513E-2
5.000,-6.370E-3,-8.100E-3
5.033,-5.804E-3,-1.912E-3
5.067,-5.689E-3,1.601E-3
5.100,-5.688E-3,2.503E-3
5.133,-5.732E-3,6.850E-4
5.167,-5.985E-3,-3.929E-3
5.200,-6.595E-3,-1.020E-2
5.233,-7.561E-3,-1.694E-2
5.267,-8.957E-3,-2.320E-2
5.300,-9.845E-3,-2.662E-2
5.333,-9.946E-3,-2.671E-2
5.367,-9.086E-3,-2.385E-2
5.400,-7.852E-3,-1.848E-2
5.433,-6.699E-3,-1.181E-2
5.467,-6.022E-3,-5.766E-3
5.500,-5.787E-3,-1.194E-3
5.533,-5.758E-3,1.051E-3
5.567,-5.690E-3,8.406E-4
5.600,-5.833E-3,-1.793E-3
5.633,-6.118E-3,-6.698E-3
5.667,-6.873E-3,-1.321E-2
5.700,-8.078E-3,-1.945E-2
5.733,-9.088E-3,-2.381E-2
5.767,-9.649E-3,-2.588E-2
5.800,-9.297E-3,-2.478E-2
5.833,-8.387E-3,-2.085E-2
5.867,-7.200E-3,-1.514E-2
5.900,-6.359E-3,-9.025E-3
5.933,-5.992E-3,-4.195E-3
5.967,-5.769E-3,-6.838E-4
6.000,-5.724E-3,1.759E-4
